task,scenario,video_uid,video_category,sample_id,distractor_task,distractor_sample_id,dialogue,question,options,correct_answer,start_sec,end_sec
MIntRec,text_grounded,a5bf18b5-15d4-4843-8269-3f31154e3736,"Car - commuting, road trip; Drone flying; Walking on street",mintred_0103,QaEgo4D,d64e198e-f246-424d-8f92-8b1b16e9e8ab_3,"[{""speaker"": ""Speaker 1"", ""text"": ""Gas prices are through the roof again, and we're still not doing enough on renewables. How do we ramp up solar power without eating up all our farmland?""}, {""speaker"": ""Speaker 2"", ""text"": ""Exactly, land is the big bottleneck. We need to repurpose what's already wasted instead of developing new areas.""}, {""speaker"": ""Speaker 1"", ""text"": ""Wasted how? Like empty lots or something?""}, {""speaker"": ""Speaker 2"", ""text"": ""Nah, think bigger—golf courses. They're massive, water-guzzling lawns that barely anyone uses, mostly rich folks teeing off.""}, {""speaker"": ""Speaker 1"", ""text"": ""Huh, that's a ton of space. But people would freak out if we touched those.""}, {""speaker"": ""Speaker 2"", ""text"": ""so i say turn every golf course into a solar farm.""}]",What is the intent of the last utterance in the dialogue? (A) Greet (B) Arrange (C) Introduce (D) Advise,"{""A"": ""Greet"", ""B"": ""Arrange"", ""C"": ""Introduce"", ""D"": ""Advise""}",D,,
MIntRec,text_grounded,ffd0a9b6-bb01-44e0-b6db-41d6a979d648,Fixing something in the home,mintred_0104,QaEgo4D,45377fba-d69e-46f9-a400-c2b041a4742d_3,"[{""speaker"": ""Speaker 1"", ""text"": ""Okay, we're finally roommates— this is gonna be awesome!""}, {""speaker"": ""Speaker 2"", ""text"": ""Yeah, but I saw you leave your laundry everywhere already.""}, {""speaker"": ""Speaker 1"", ""text"": ""It's just one pile, relax. I'll get to it.""}, {""speaker"": ""Speaker 2"", ""text"": ""One pile turns into a mountain, trust me.""}, {""speaker"": ""Speaker 1"", ""text"": ""why don't we set some ground rules""}]",What is the intent of the last utterance in the dialogue? (A) Advise (B) Introduce (C) Greet (D) Comfort,"{""A"": ""Advise"", ""B"": ""Introduce"", ""C"": ""Greet"", ""D"": ""Comfort""}",A,,
MIntRec,text_grounded,94cdabf3-c078-4ad4-a3a1-c42c8fc3f4ad,Cooking,mintred_0105,QaEgo4D,58c0c4e4-6740-44c1-98cb-f7190b2e27cd_4,"[{""speaker"": ""Speaker 1"", ""text"": ""Hi, good morning.""}, {""speaker"": ""Speaker 2"", ""text"": ""Morning! Welcome to the store. Anything I can help you find today?""}, {""speaker"": ""Speaker 1"", ""text"": ""Not sure yet, just browsing for some toys.""}, {""speaker"": ""Speaker 2"", ""text"": ""No problem, we've got action figures and playsets in the back aisles. Holler if you need directions.""}, {""speaker"": ""Speaker 1"", ""text"": ""excuse me, where do you keep your transformers?""}]",What is the intent of the last utterance in the dialogue? (A) Comfort (B) Ask for help (C) Leave (D) Inform,"{""A"": ""Comfort"", ""B"": ""Ask for help"", ""C"": ""Leave"", ""D"": ""Inform""}",B,,
MIntRec,text_grounded,a8ce8831-58e4-4c84-926e-8f948fc782a7,Cooking,mintred_0106,QaEgo4D,93293c64-c281-45fb-9b0a-a41d55f02eb8_6,"[{""speaker"": ""Speaker 1"", ""text"": ""You think you can just steal from us and walk away?""}, {""speaker"": ""Speaker 2"", ""text"": ""It was just a little side deal. No big deal.""}, {""speaker"": ""Speaker 1"", ""text"": ""The boss doesn't see it that way. He's pissed.""}, {""speaker"": ""Speaker 2"", ""text"": ""Come on, I'll make it right. Just give me time.""}, {""speaker"": ""Speaker 1"", ""text"": ""Time's up. You're taking a trip to bruise town.""}]",What is the intent of the last utterance in the dialogue? (A) Greet (B) Prevent (C) Arrange (D) Advise,"{""A"": ""Greet"", ""B"": ""Prevent"", ""C"": ""Arrange"", ""D"": ""Advise""}",C,,
MIntRec,text_grounded,2bd1593c-ae88-417e-827f-3997201da229,Cooking; Watching tv,mintred_0107,EgoPlan-Bench2,2bd1593c-ae88-417e-827f-3997201da229_140,"[{""speaker"": ""Speaker 1"", ""text"": ""Hey, have you heard the latest about the company? Something big is happening.""}, {""speaker"": ""Speaker 2"", ""text"": ""Yeah, there's talk of a merger or acquisition.""}, {""speaker"": ""Speaker 1"", ""text"": ""Wait, is Zephra taking us over completely?""}, {""speaker"": ""Speaker 2"", ""text"": ""Not exactly.""}, {""speaker"": ""Speaker 1"", ""text"": ""Then what's the deal?""}, {""speaker"": ""Speaker 2"", ""text"": ""Zephra is just our new parent company.""}]",What is the intent of the last utterance in the dialogue? (A) Inform (B) Advise (C) Comfort (D) Greet,"{""A"": ""Inform"", ""B"": ""Advise"", ""C"": ""Comfort"", ""D"": ""Greet""}",A,,
MIntRec,text_grounded,5571bcb4-70cb-47ea-ad9c-b208b7433e91,Carpenter,mintred_0108,QaEgo4D,fc9fdc28-fcb0-4609-b7ff-2e0303b3ec80_3,"[{""speaker"": ""Speaker 1"", ""text"": ""Mateo, we can't go in there, it's too risky.""}, {""speaker"": ""Speaker 2"", ""text"": ""Come on, the door's unlocked, and we need that money now.""}, {""speaker"": ""Speaker 1"", ""text"": ""Think about the cameras, we'll get caught for sure.""}, {""speaker"": ""Speaker 2"", ""text"": ""No one's gonna see us, trust me, I'm going in.""}, {""speaker"": ""Speaker 1"", ""text"": ""okay, no, no. mateo, no.""}]",What is the intent of the last utterance in the dialogue? (A) Ask for help (B) Inform (C) Prevent (D) Leave,"{""A"": ""Ask for help"", ""B"": ""Inform"", ""C"": ""Prevent"", ""D"": ""Leave""}",C,,
MIntRec,text_grounded,179a6ec1-ec19-453b-a9f5-3e1312c4fd58,Skateboard/scooter; Walking the dog / pet,mintred_0109,QaEgo4D,04c3c44a-6689-4de7-9d12-8bff9a7c5a67_0,"[{""speaker"": ""Speaker 1"", ""text"": ""Dude, those guys crashing in the living room are total tools. One just spilled beer on the couch.""}, {""speaker"": ""Speaker 2"", ""text"": ""Yeah, and they're blasting their own playlist over ours. Who invited them?""}, {""speaker"": ""Speaker 1"", ""text"": ""No clue, but they've been hogging the snacks too. We doing something about it?""}, {""speaker"": ""Speaker 2"", ""text"": ""Hell yeah.""}, {""speaker"": ""Speaker 1"", ""text"": ""Yep, they gotta go.""}]",What is the intent of the last utterance in the dialogue? (A) Comfort (B) Advise (C) Leave (D) Prevent,"{""A"": ""Comfort"", ""B"": ""Advise"", ""C"": ""Leave"", ""D"": ""Prevent""}",C,,
MIntRec,text_grounded,210b5b51-6dae-43b2-9cf8-28e04a785f18,Cooking,mintred_0110,QaEgo4D,c7398aa7-9ace-47b7-87d6-93af087b124a_6,"[{""speaker"": ""Speaker 1"", ""text"": ""I was thinking about investing in that new crypto scheme my buddy told me about. The guy running it sounds like a genius.""}, {""speaker"": ""Speaker 2"", ""text"": ""Which one? The dude with the slick website and all those testimonials?""}, {""speaker"": ""Speaker 1"", ""text"": ""Yeah, exactly. He's promising 300% returns in a month. Can't beat that.""}, {""speaker"": ""Speaker 2"", ""text"": ""Trust me, you can. I've seen his type before.""}, {""speaker"": ""Speaker 1"", ""text"": ""What do you mean?""}, {""speaker"": ""Speaker 2"", ""text"": ""He's a scam artist.""}]",What is the intent of the last utterance in the dialogue? (A) Arrange (B) Leave (C) Inform (D) Advise,"{""A"": ""Arrange"", ""B"": ""Leave"", ""C"": ""Inform"", ""D"": ""Advise""}",C,,
MIntRec,text_grounded,20400762-1e47-462d-a7d1-64a1b162b1f9,Scooter mechanic,mintred_0111,QaEgo4D,9598698e-fea4-434a-829d-fed279035a79_0,"[{""speaker"": ""Speaker 1"", ""text"": ""Man, this party's been great, but I'm beat after that long week.""}, {""speaker"": ""Speaker 2"", ""text"": ""Yeah, I feel you. You sticking around for one more drink?""}, {""speaker"": ""Speaker 1"", ""text"": ""Nah, I think I've hit my limit. Gotta crash early.""}, {""speaker"": ""Speaker 2"", ""text"": ""Fair enough. Catch you next time, then.""}, {""speaker"": ""Speaker 1"", ""text"": ""all right, well, i'll see y'all later.""}]",What is the intent of the last utterance in the dialogue? (A) Prevent (B) Leave (C) Advise (D) Greet,"{""A"": ""Prevent"", ""B"": ""Leave"", ""C"": ""Advise"", ""D"": ""Greet""}",B,,
MIntRec,text_grounded,10beec0f-0e23-4506-b446-b8389aabe0bb,Car mechanic,mintred_0112,QaEgo4D,ff54ce9d-2199-42f6-b9d9-f581912f75bf_1,"[{""speaker"": ""Speaker 1"", ""text"": ""I heard what happened with Sarah at the party. You planning to tell the whole school?""}, {""speaker"": ""Speaker 2"", ""text"": ""Damn right I am. She can't get away with humiliating me like that.""}, {""speaker"": ""Speaker 1"", ""text"": ""Trust me, revenge like that never ends well. It'll just blow back on you.""}, {""speaker"": ""Speaker 2"", ""text"": ""I don't care. Everyone needs to know she's fake.""}, {""speaker"": ""Speaker 1"", ""text"": ""i just hope that you don't go around""}]",What is the intent of the last utterance in the dialogue? (A) Prevent (B) Advise (C) Introduce (D) Arrange,"{""A"": ""Prevent"", ""B"": ""Advise"", ""C"": ""Introduce"", ""D"": ""Arrange""}",B,,
MIntRec,text_grounded,4dc58b9f-75f4-4f27-aa19-2b8ebd1daad6,"jobs related to construction/renovation company
(Director of work, tiler, plumber, Electrician, Handyman, etc)",mintred_0113,QaEgo4D,98fe7e4c-e1d1-46a8-be59-296dc81b872d_2,"[{""speaker"": ""Speaker 1"", ""text"": ""Wow, all these balloons and streamers—what's going on around here?""}, {""speaker"": ""Speaker 2"", ""text"": ""The whole neighborhood's pitching in to decorate Main Street.""}, {""speaker"": ""Speaker 1"", ""text"": ""Yeah, but why the big rush? Some festival or what?""}, {""speaker"": ""Speaker 2"", ""text"": ""Not just any event. It's for a very special parade.""}]",What is the intent of the last utterance in the dialogue? (A) Inform (B) Leave (C) Prevent (D) Comfort,"{""A"": ""Inform"", ""B"": ""Leave"", ""C"": ""Prevent"", ""D"": ""Comfort""}",A,,
MIntRec,text_grounded,155f8d74-4c5c-4821-a18b-fceaa9c6199c,Cleaning / laundry,mintred_0114,QaEgo4D,2e69ddf4-6ebc-44eb-a067-c39aba7e7c33_8,"[{""speaker"": ""Speaker 1"", ""text"": ""You seem really happy all of a sudden. Good news?""}, {""speaker"": ""Speaker 2"", ""text"": ""Yeah, something came in the mail today.""}, {""speaker"": ""Speaker 1"", ""text"": ""Is it about that work permit you've been waiting on?""}, {""speaker"": ""Speaker 2"", ""text"": ""i just found out that, um, i got a work permit.""}]",What is the intent of the last utterance in the dialogue? (A) Comfort (B) Greet (C) Advise (D) Inform,"{""A"": ""Comfort"", ""B"": ""Greet"", ""C"": ""Advise"", ""D"": ""Inform""}",D,,
MIntRec,text_grounded,363b5839-a7c3-4c2e-b966-9530e38045a1,"jobs related to construction/renovation company
(Director of work, tiler, plumber, Electrician, Handyman, etc)",mintred_0115,QaEgo4D,6cbdae98-52c7-4551-9173-851d5e828812_2,"[{""speaker"": ""Speaker 1"", ""text"": ""Excuse me, manager, why are all the black haircare products locked up behind the counter? The stuff for other hair types is just out on the shelves.""}, {""speaker"": ""Speaker 2"", ""text"": ""It's our standard anti-theft policy for high-demand items that get stolen a lot.""}, {""speaker"": ""Speaker 1"", ""text"": ""Come on, that's not fair—it's only the black hair products. Feels like racial profiling to me.""}, {""speaker"": ""Speaker 2"", ""text"": ""You've got a valid point. Corporate's been getting complaints about this.""}, {""speaker"": ""Speaker 2"", ""text"": ""Effective immediately, Cloud 9 will no longer keep black haircare products in locked cases.""}]",What is the intent of the last utterance in the dialogue? (A) Comfort (B) Prevent (C) Inform (D) Ask for help,"{""A"": ""Comfort"", ""B"": ""Prevent"", ""C"": ""Inform"", ""D"": ""Ask for help""}",C,,
MIntRec,text_grounded,8f38f48d-ac01-4339-8de3-e836e87513f6,Car mechanic,mintred_0116,QaEgo4D,2b4a4be9-8d3b-4892-900b-2464ac2fa473_3,"[{""speaker"": ""Speaker 1"", ""text"": ""Any word on our Italian takeout order yet?""}, {""speaker"": ""Speaker 2"", ""text"": ""Yeah, the pasta and sauce are ready to go.""}, {""speaker"": ""Speaker 1"", ""text"": ""Awesome. How about those extra breadsticks we asked for?""}, {""speaker"": ""Speaker 2"", ""text"": ""and i do have an update on the breadsticks.""}]",What is the intent of the last utterance in the dialogue? (A) Leave (B) Greet (C) Ask for help (D) Inform,"{""A"": ""Leave"", ""B"": ""Greet"", ""C"": ""Ask for help"", ""D"": ""Inform""}",D,,
MIntRec,text_grounded,4dc1caff-6353-4a05-9382-92031b25f783,Bike; Cleaning / laundry; Doing yardwork / shoveling snow; Going to the park; Talking with family members; Walking on street,mintred_0117,QaEgo4D,c31b8b15-db7a-4765-b1e9-02d628a96ae6_5,"[{""speaker"": ""Speaker 1"", ""text"": ""Hey Dina, wanna play on the slides?""}, {""speaker"": ""Speaker 2"", ""text"": ""Yeah, last one there is a rotten egg!""}, {""speaker"": ""Speaker 1"", ""text"": ""Hold up, I see someone waving over by the benches.""}, {""speaker"": ""Speaker 2"", ""text"": ""Who is it?""}, {""speaker"": ""Speaker 1"", ""text"": ""hey, dina, your dad's looking for you.""}]",What is the intent of the last utterance in the dialogue? (A) Inform (B) Arrange (C) Introduce (D) Leave,"{""A"": ""Inform"", ""B"": ""Arrange"", ""C"": ""Introduce"", ""D"": ""Leave""}",A,,
MIntRec,text_grounded,9e5e2f85-898e-48ac-b6d6-12bce4a820eb,Cooking,mintred_0118,QaEgo4D,048a74d1-a8ac-4f7c-a097-07f3ff8a1ebd_3,"[{""speaker"": ""Speaker 1"", ""text"": ""I can't believe I forgot to lock the door last night. What if someone broke in?""}, {""speaker"": ""Speaker 2"", ""text"": ""Hey, did anything go missing? Everything look okay?""}, {""speaker"": ""Speaker 1"", ""text"": ""No, but still... I feel so stupid. What if it happens again?""}, {""speaker"": ""Speaker 2"", ""text"": ""You've been beating yourself up over nothing. It's fine.""}, {""speaker"": ""Speaker 1"", ""text"": ""But I should have been more careful.""}, {""speaker"": ""Speaker 2"", ""text"": ""anyway, dina, don't worry about it.""}]",What is the intent of the last utterance in the dialogue? (A) Ask for help (B) Introduce (C) Greet (D) Comfort,"{""A"": ""Ask for help"", ""B"": ""Introduce"", ""C"": ""Greet"", ""D"": ""Comfort""}",D,,
MIntRec,text_grounded,41e19b91-3be6-4b90-b8dc-24d2551fcbd1,Playing with pets,mintred_0119,QaEgo4D,43159053-0bf7-4bbb-a420-115fca0e2357_2,"[{""speaker"": ""Speaker 2"", ""text"": ""Hey, you almost home? Garrett's been asking about you all evening.""}, {""speaker"": ""Speaker 1"", ""text"": ""Yeah, just pulled into the driveway.""}, {""speaker"": ""Speaker 2"", ""text"": ""Awesome, we'll save you some dinner.""}, {""speaker"": ""Speaker 1"", ""text"": ""Sounds perfect. Be right in.""}, {""speaker"": ""Speaker 2"", ""text"": ""See you in a sec.""}, {""speaker"": ""Speaker 1"", ""text"": ""hey, sweetie. hey, garrett.""}]",What is the intent of the last utterance in the dialogue? (A) Arrange (B) Ask for help (C) Greet (D) Prevent,"{""A"": ""Arrange"", ""B"": ""Ask for help"", ""C"": ""Greet"", ""D"": ""Prevent""}",C,,
MIntRec,text_grounded,216e3f0e-ccb9-4d54-ba56-d275fedbf52f,Cooking,mintred_0120,QaEgo4D,2a6effcd-b178-4c79-acda-3b8546da7542_4,"[{""speaker"": ""Speaker 1"", ""text"": ""Alright, the team meeting is about to start.""}, {""speaker"": ""Speaker 2"", ""text"": ""Got the agendas printed?""}, {""speaker"": ""Speaker 1"", ""text"": ""Yeah, right here on the table.""}, {""speaker"": ""Speaker 2"", ""text"": ""Should I grab them?""}, {""speaker"": ""Speaker 1"", ""text"": ""Molly, hand these out, please.""}]",What is the intent of the last utterance in the dialogue? (A) Prevent (B) Arrange (C) Greet (D) Introduce,"{""A"": ""Prevent"", ""B"": ""Arrange"", ""C"": ""Greet"", ""D"": ""Introduce""}",B,,
MIntRec,text_grounded,20bdff17-7831-4982-a4d2-705697c49b42,Cooking,mintred_0121,QaEgo4D,251f29ba-6874-4cf7-8c69-c7755b2bfd9c_4,"[{""speaker"": ""Speaker 1"", ""text"": ""Man, I've been trying to figure out this mess with the car all morning. It's not starting, and I have no clue what's wrong.""}, {""speaker"": ""Speaker 2"", ""text"": ""Did you check the battery or anything basic?""}, {""speaker"": ""Speaker 1"", ""text"": ""Yeah, but nothing. I even called the shop, and they're booked solid.""}, {""speaker"": ""Speaker 2"", ""text"": ""Hmm, Justine's dad is a mechanic, right? She probably knows exactly what to do.""}, {""speaker"": ""Speaker 1"", ""text"": ""You think so? I haven't seen her around lately.""}, {""speaker"": ""Speaker 2"", ""text"": ""you should go find justine.""}]",What is the intent of the last utterance in the dialogue? (A) Arrange (B) Leave (C) Advise (D) Inform,"{""A"": ""Arrange"", ""B"": ""Leave"", ""C"": ""Advise"", ""D"": ""Inform""}",C,,
MIntRec,text_grounded,573ae30e-9f9d-414a-a97a-2e5089182234,Cleaning / laundry,mintred_0122,QaEgo4D,1316e245-b30d-41be-86aa-cb4e786ce564_0,"[{""speaker"": ""Speaker 1"", ""text"": ""Man, this party's been epic, but it's getting pretty late.""}, {""speaker"": ""Speaker 2"", ""text"": ""Late? Nah, the night's still young!""}, {""speaker"": ""Speaker 1"", ""text"": ""True, but I've got that early meeting tomorrow. Maybe call it?""}, {""speaker"": ""Speaker 2"", ""text"": ""Aw, come on, don't bail now.""}, {""speaker"": ""Speaker 1"", ""text"": ""I don't know, I'm fading fast.""}, {""speaker"": ""Speaker 2"", ""text"": ""how about we keep this party train rolling""}]",What is the intent of the last utterance in the dialogue? (A) Ask for help (B) Leave (C) Arrange (D) Advise,"{""A"": ""Ask for help"", ""B"": ""Leave"", ""C"": ""Arrange"", ""D"": ""Advise""}",D,,
MIntRec,text_grounded,fc70c4fe-13e1-4691-ab97-501a22b3a71e,Cooking,mintred_0123,QaEgo4D,7e860047-e3be-4e34-ae09-8d335fb9bdc9_5,"[{""speaker"": ""Speaker 1"", ""text"": ""This party's been great so far, but I'm dying for a drink.""}, {""speaker"": ""Speaker 2"", ""text"": ""Totally, I ordered those margs like twenty minutes ago. Where are they?""}, {""speaker"": ""Speaker 1"", ""text"": ""Maybe the bartender's swamped. Should we check?""}, {""speaker"": ""Speaker 2"", ""text"": ""Nah, let's just hang here a sec.""}, {""speaker"": ""Speaker 1"", ""text"": ""Oh good, the margs are here.""}]",What is the intent of the last utterance in the dialogue? (A) Advise (B) Inform (C) Greet (D) Ask for help,"{""A"": ""Advise"", ""B"": ""Inform"", ""C"": ""Greet"", ""D"": ""Ask for help""}",B,,
MIntRec,text_grounded,04994ce8-9d47-44d6-a7b0-42b395e69390,Carpenter,mintred_0124,EgoPlan-Bench2,04994ce8-9d47-44d6-a7b0-42b395e69390_74,"[{""speaker"": ""Speaker 1"", ""text"": ""Hey, I'm heading out for a quick walk around the block. Need some fresh air.""}, {""speaker"": ""Speaker 2"", ""text"": ""Sounds good. Everything okay?""}, {""speaker"": ""Speaker 1"", ""text"": ""Yeah, just been cooped up too long today.""}, {""speaker"": ""Speaker 2"", ""text"": ""Alright, don't stay out too late.""}, {""speaker"": ""Speaker 1"", ""text"": ""i will see you, uh, in a little bit.""}]",What is the intent of the last utterance in the dialogue? (A) Greet (B) Prevent (C) Leave (D) Advise,"{""A"": ""Greet"", ""B"": ""Prevent"", ""C"": ""Leave"", ""D"": ""Advise""}",C,,
MIntRec,text_grounded,956dfe09-37c8-473e-b519-6c97600b3954,Cleaning / laundry,mintred_0125,QaEgo4D,530304ea-5da7-4f23-87e1-d22bc628c93f_3,"[{""speaker"": ""Speaker 1"", ""text"": ""This GPS is totally wrong. Where are we?""}, {""speaker"": ""Speaker 2"", ""text"": ""No idea, but that house looks lived in. Maybe someone can give us directions.""}, {""speaker"": ""Speaker 1"", ""text"": ""Good call. Go on, knock.""}, {""speaker"": ""Speaker 2"", ""text"": ""Hello?""}]",What is the intent of the last utterance in the dialogue? (A) Ask for help (B) Greet (C) Comfort (D) Prevent,"{""A"": ""Ask for help"", ""B"": ""Greet"", ""C"": ""Comfort"", ""D"": ""Prevent""}",B,,
MIntRec,text_grounded,bd3a319e-0573-4802-a6d1-6d89910098e8,Grocery shopping indoors; Walking on street,mintred_0126,QaEgo4D,e93f1e16-136d-4e25-8b89-1fa3d6c2b74e_1,"[{""speaker"": ""Speaker 2"", ""text"": ""Hello, thank you for calling our support line. How can I help you today?""}, {""speaker"": ""Speaker 1"", ""text"": ""My phone service keeps cutting out, and I need it fixed right now.""}, {""speaker"": ""Speaker 2"", ""text"": ""Let me check your line. Can I have your account number?""}, {""speaker"": ""Speaker 1"", ""text"": ""It's 478392.""}, {""speaker"": ""Speaker 2"", ""text"": ""Okay, I see the issue, but it's a network problem I can't resolve from this department.""}, {""speaker"": ""Speaker 1"", ""text"": ""can you please switch me anywhere?""}]",What is the intent of the last utterance in the dialogue? (A) Leave (B) Ask for help (C) Greet (D) Introduce,"{""A"": ""Leave"", ""B"": ""Ask for help"", ""C"": ""Greet"", ""D"": ""Introduce""}",B,,
MIntRec,text_grounded,27d81da5-492f-4a8f-a535-cf19a1c37c57,Car mechanic,mintred_0127,EgoPlan-Bench2,27d81da5-492f-4a8f-a535-cf19a1c37c57_7,"[{""speaker"": ""Speaker 1"", ""text"": ""Let's double-check the spring inventory before we open.""}, {""speaker"": ""Speaker 2"", ""text"": ""Waffle cones and cups? All stocked.""}, {""speaker"": ""Speaker 1"", ""text"": ""Toppings updated?""}, {""speaker"": ""Speaker 2"", ""text"": ""Fresh fruits and pastel sprinkles, check.""}, {""speaker"": ""Speaker 1"", ""text"": ""Spring frozen yogurt flavors, check.""}]",What is the intent of the last utterance in the dialogue? (A) Prevent (B) Comfort (C) Inform (D) Advise,"{""A"": ""Prevent"", ""B"": ""Comfort"", ""C"": ""Inform"", ""D"": ""Advise""}",C,,
MIntRec,text_grounded,19931aba-710a-43d3-87d7-b23995d6f43d,"jobs related to construction/renovation company
(Director of work, tiler, plumber, Electrician, Handyman, etc)",mintred_0128,QaEgo4D,4b6363b4-311a-46a2-8b1a-3e351e95fa64_2,"[{""speaker"": ""Speaker 1"", ""text"": ""Hey team, quick check-in on our safety protocols before the shift starts.""}, {""speaker"": ""Speaker 2"", ""text"": ""All good here, but these masks are piling up in the break room.""}, {""speaker"": ""Speaker 1"", ""text"": ""Right, we've got a fresh shipment coming tomorrow. Anything else standing out?""}, {""speaker"": ""Speaker 2"", ""text"": ""Not really, just the usual wear and tear from long hours.""}, {""speaker"": ""Speaker 1"", ""text"": ""now, we've noticed some of your masks are getting dingy.""}]",What is the intent of the last utterance in the dialogue? (A) Introduce (B) Greet (C) Arrange (D) Inform,"{""A"": ""Introduce"", ""B"": ""Greet"", ""C"": ""Arrange"", ""D"": ""Inform""}",D,,
MIntRec,text_grounded,96e231f7-fa0b-4c98-99c8-3edfbe765cb3,Cooking,mintred_0129,QaEgo4D,121ea2dc-cd80-4647-b1e4-c2cc391691ec_0,"[{""speaker"": ""Speaker 1"", ""text"": ""Hey, check out this new inflatable pool I got for the backyard.""}, {""speaker"": ""Speaker 2"", ""text"": ""Looks fun. What’s it made out of? Feels like some kind of plastic.""}, {""speaker"": ""Speaker 1"", ""text"": ""Yeah, it says PVC right on the box.""}, {""speaker"": ""Speaker 2"", ""text"": ""PVC? What does that even stand for?""}, {""speaker"": ""Speaker 1"", ""text"": ""that this is made out of polyvinyl chloride""}]",What is the intent of the last utterance in the dialogue? (A) Introduce (B) Greet (C) Advise (D) Ask for help,"{""A"": ""Introduce"", ""B"": ""Greet"", ""C"": ""Advise"", ""D"": ""Ask for help""}",A,,
MIntRec,text_grounded,fc70c4fe-13e1-4691-ab97-501a22b3a71e,Cooking,mintred_0130,QaEgo4D,7e860047-e3be-4e34-ae09-8d335fb9bdc9_1,"[{""speaker"": ""Speaker 1"", ""text"": ""Hey, take a look at these district maps. The boundaries are all twisted and weird.""}, {""speaker"": ""Speaker 2"", ""text"": ""Yeah, they look super irregular. Like someone drew them with their eyes closed. What's the deal?""}, {""speaker"": ""Speaker 1"", ""text"": ""It's no accident. This is deliberate manipulation to favor one party.""}, {""speaker"": ""Speaker 2"", ""text"": ""Huh, sounds shady. Who even handles this kind of stuff? You with the election board or something?""}, {""speaker"": ""Speaker 1"", ""text"": ""i'm 'gerry mander'.these are all gerrymander.""}]",What is the intent of the last utterance in the dialogue? (A) Inform (B) Arrange (C) Introduce (D) Ask for help,"{""A"": ""Inform"", ""B"": ""Arrange"", ""C"": ""Introduce"", ""D"": ""Ask for help""}",C,,
MIntRec,text_grounded,7bc2ea44-9168-4379-a17e-5558d4e2fc24,Cleaning / laundry,mintred_0131,QaEgo4D,9b1ae210-aac5-47dc-82db-7afdf0e2c4ec_2,"[{""speaker"": ""Speaker 1"", ""text"": ""Man, these beers are going down smooth tonight.""}, {""speaker"": ""Speaker 2"", ""text"": ""Yeah, but they're going right through me too.""}, {""speaker"": ""Speaker 1"", ""text"": ""Haha, feeling the call of nature?""}, {""speaker"": ""Speaker 2"", ""text"": ""You know it. Okay, i'm going to hit the little cowboys' room.""}]",What is the intent of the last utterance in the dialogue? (A) Inform (B) Leave (C) Arrange (D) Comfort,"{""A"": ""Inform"", ""B"": ""Leave"", ""C"": ""Arrange"", ""D"": ""Comfort""}",B,,
MIntRec,text_grounded,707fb659-9f76-482b-b83b-e0bc1f090cf7,Car mechanic,mintred_0132,QaEgo4D,63c1f7f3-d219-4155-8093-f3478d1c1588_0,"[{""speaker"": ""Speaker 2"", ""text"": ""Oh no, the car's completely broken down, and we have to leave for the trip in an hour.""}, {""speaker"": ""Speaker 1"", ""text"": ""That's awful. How did that happen?""}, {""speaker"": ""Speaker 2"", ""text"": ""I don't know, it just wouldn't start. Now everything's ruined—we're gonna miss the whole thing.""}, {""speaker"": ""Speaker 1"", ""text"": ""I know it seems bad, but it'll be okay.""}, {""speaker"": ""Speaker 2"", ""text"": ""How? There's no way we can fix it in time.""}, {""speaker"": ""Speaker 1"", ""text"": ""but don't worry, i have a solution.""}]",What is the intent of the last utterance in the dialogue? (A) Advise (B) Comfort (C) Greet (D) Inform,"{""A"": ""Advise"", ""B"": ""Comfort"", ""C"": ""Greet"", ""D"": ""Inform""}",B,,
MIntRec,text_grounded,115774b6-534d-444f-b7aa-d1b834eb0ee7,Baker,mintred_0133,QaEgo4D,45feca9a-41cb-4d5d-9d83-8a76f19a1751_5,"[{""speaker"": ""Speaker 1"", ""text"": ""These kids in the program are so talented, but they're always getting overlooked by the judges.""}, {""speaker"": ""Speaker 2"", ""text"": ""Yeah, it's frustrating. They pour their hearts into it, and nobody gives them a real shot.""}, {""speaker"": ""Speaker 1"", ""text"": ""I don't know what we can do to change that. We've tried talking to the organizers before.""}, {""speaker"": ""Speaker 2"", ""text"": ""You gotta amplify them more—get them on stage earlier or something.""}, {""speaker"": ""Speaker 1"", ""text"": ""Maybe, but how?""}, {""speaker"": ""Speaker 2"", ""text"": ""Give them a voice, you know?""}]",What is the intent of the last utterance in the dialogue? (A) Advise (B) Arrange (C) Introduce (D) Ask for help,"{""A"": ""Advise"", ""B"": ""Arrange"", ""C"": ""Introduce"", ""D"": ""Ask for help""}",A,,
